animal_id,day,predicted_weight_kg,real_weight_kg,residual,anomaly
AC_F_1,365,233.77895,230.19267087076017,-3.586275052091395,False
AC_F_1,395,244.06178,246.4845128162505,2.422729979336424,False
AC_F_1,425,254.34465,252.39392325219703,-1.9507270163576607,False
AC_F_1,455,264.6276,266.12725250407107,1.4996585099304411,False
AC_F_1,485,274.91028,276.0575048986785,1.1472265783659736,False
AC_F_1,515,285.1932,284.87376977582403,-0.31943701128534485,False
AC_F_1,545,294.47244,291.80500466769524,-2.6674379592578816,False
AC_F_1,575,302.2889,302.94911601547966,0.6602061033702853,False
AC_F_1,605,310.10553,315.6839783955565,5.578448610400244,True
AC_F_1,635,317.922,318.0829952909725,0.16099822066001934,False
AC_F_1,665,325.7385,324.7411387964103,-0.9973560766365495,False
AC_F_1,695,333.55505,330.1694294679865,-3.385624242950996,False
AC_F_1,725,341.2219,339.1251157249307,-2.0967775856161666,False
AC_F_1,755,346.65683,338.87247923439594,-7.784350599588436,True
AC_F_1,785,352.0918,347.69980954520406,-4.391987329795938,False
AC_F_1,815,357.52676,355.4390289748402,-2.0877349411754267,False
AC_F_1,845,362.9617,361.3443295581331,-1.6173708813200278,False
AC_F_1,875,368.3966,367.84306052838224,-0.5535459169302612,False
AC_F_1,905,373.83157,371.5023907077325,-2.329182778595623,False
AC_F_1,935,379.2665,377.2854474565542,-1.9810625532114159,False
AC_F_1,965,384.70154,379.65864947571646,-5.042888610221041,False
AC_F_1,995,389.06952,388.5561556124501,-0.5133634305186661,False
AC_F_1,1025,392.5206,391.54321339932017,-0.977385965914209,False
AC_F_1,1055,395.9717,396.55165517299946,0.5799449679213353,False
AC_F_1,1085,399.42282,399.4814857599661,0.05866471504424453,False
AC_F_1,1115,402.87393,404.2805451399156,1.4066132551499777,False
AC_F_1,1145,406.32504,408.8588411507358,2.5337984261264523,False
AC_F_1,1175,409.77606,411.1686562830653,1.3925942713465247,False
AC_F_1,1205,413.22723,411.4475555080887,-1.7796783786300239,False
AC_F_1,1235,416.6783,414.7014527096466,-1.9768614993377582,False
AC_F_1,1265,420.1294,419.9244633149754,-0.20493121627458777,False
AC_F_1,1295,423.5805,425.99370779283674,2.4132024217429944,False
AC_F_1,1325,426.50735,422.69281172391,-3.8145430124181416,False
AC_F_1,1355,428.26913,423.2600860096585,-5.009048511825881,False
AC_F_1,1385,430.03085,433.9295200692824,3.8986667977980005,False
AC_F_1,1415,431.79263,430.76761505174534,-1.025018004895287,False
AC_F_1,1445,433.55435,432.3621307764446,-1.1922210301960376,False
AC_F_1,1475,435.3161,434.0889004311985,-1.2272006430202396,False
AC_F_1,1505,437.07785,435.67119282372136,-1.4066575180755194,False
AC_F_1,1535,438.83957,440.6843369882134,1.8447678964164993,False
AC_F_1,1565,440.60135,439.89954414974034,-0.7018047272127887,False
AC_F_1,1595,442.36304,437.6847155121076,-4.678321597267427,False
AC_F_1,1625,444.12485,446.9221472795031,2.797299867393747,False
AC_F_1,1655,445.88593,448.8696481272705,2.9837228343017728,False
AC_F_1,1685,447.64554,447.5272560329605,-0.11828229711761651,False
AC_F_1,1715,449.40518,450.0613361542058,0.656154269440151,False
AC_F_1,1745,451.16476,451.68669718236424,0.5219327780673666,False
AC_F_1,1775,452.9244,450.9472556836282,-1.9771522753561612,False
AC_F_1,1805,454.68402,452.00333442415194,-2.6806865719418056,False
AC_F_1,1835,456.44363,455.0362333518462,-1.4074006813569326,False
AC_F_1,1865,457.73245,455.78890580462104,-1.943546587957087,False
AC_F_1,1895,458.292,455.26978734878554,-3.022204838714458,False
AC_F_1,1925,458.8515,459.5344671532192,0.6829656883754751,False
AC_F_1,1955,459.4111,458.3294571014137,-1.081645193508166,False
AC_F_1,1985,459.97067,460.5520805072715,0.581407899849637,False
AC_F_1,2015,460.53018,459.41907021957786,-1.1111116651877637,False
AC_F_1,2045,461.08975,459.77479700619216,-1.3149551910734658,False
AC_F_1,2075,461.64926,461.08241204234224,-0.5668494322671336,False
AC_F_1,2105,462.20883,462.3119631101968,0.10313132308743889,False
AC_F_1,2135,462.7684,461.0483403145616,-1.7200617850477897,False
AC_F_1,2165,463.3279,461.0628374799253,-2.2650738970278326,False
AC_F_1,2195,463.88754,462.3890391961816,-1.4985035284277615,False
AC_F_1,2225,464.44708,459.84442274657135,-4.602659772959896,False
AC_F_1,2255,465.00656,464.5804271422341,-0.4261341370627747,False
AC_F_1,2285,465.56616,467.5314228529562,1.9652607435812115,False
AC_F_1,2315,466.12564,464.22693939525954,-1.89870147388109,False
AC_F_1,2345,466.68524,465.7704893514405,-0.9147523477782329,False
AC_F_1,2375,467.24478,472.18294495538106,4.9381634612404355,False
AC_F_1,2405,467.80435,465.9000946364406,-1.904257170200026,False
AC_F_1,2435,468.36386,465.0873572792098,-3.2765038047745634,False
AC_F_1,2465,468.92343,471.0777987666957,2.1543673702113324,False
AC_F_1,2495,469.48294,471.6268170660833,2.1438763922551516,False
