day,weight,breed,gender,animal_id,farm
365,226.44098359044636,AC,Females,AC_F_1,Farm4
395,244.70099110398235,AC,Females,AC_F_1,Farm4
425,258.8733826965251,AC,Females,AC_F_1,Farm4
455,263.90049067332495,AC,Females,AC_F_1,Farm4
485,279.0353388531187,AC,Females,AC_F_1,Farm4
515,286.1497859991735,AC,Females,AC_F_1,Farm4
545,294.1204559452861,AC,Females,AC_F_1,Farm4
575,297.4564872451269,AC,Females,AC_F_1,Farm4
605,309.18906411624425,AC,Females,AC_F_1,Farm4
635,318.9224991029052,AC,Females,AC_F_1,Farm4
665,323.8184266274349,AC,Females,AC_F_1,Farm4
695,334.3122206046346,AC,Females,AC_F_1,Farm4
725,337.32906511778,AC,Females,AC_F_1,Farm4
755,348.1386498078279,AC,Females,AC_F_1,Farm4
785,354.800590722804,AC,Females,AC_F_1,Farm4
815,357.4024268635689,AC,Females,AC_F_1,Farm4
845,361.98373099611143,AC,Females,AC_F_1,Farm4
875,370.6629405631102,AC,Females,AC_F_1,Farm4
905,372.3847835995309,AC,Females,AC_F_1,Farm4
935,375.2025914147189,AC,Females,AC_F_1,Farm4
965,386.4275618359377,AC,Females,AC_F_1,Farm4
995,391.3057412306738,AC,Females,AC_F_1,Farm4
1025,391.3127090133579,AC,Females,AC_F_1,Farm4
1055,393.80907028635374,AC,Females,AC_F_1,Farm4
1085,400.02740825923377,AC,Females,AC_F_1,Farm4
1115,405.18170637486196,AC,Females,AC_F_1,Farm4
1145,408.24873452635643,AC,Females,AC_F_1,Farm4
1175,412.82697639806486,AC,Females,AC_F_1,Farm4
1205,412.48351042240006,AC,Females,AC_F_1,Farm4
1235,416.4154063612046,AC,Females,AC_F_1,Farm4
1265,419.8238314444331,AC,Females,AC_F_1,Farm4
1295,418.4338494104084,AC,Females,AC_F_1,Farm4
1325,422.9981296653404,AC,Females,AC_F_1,Farm4
1355,428.961861539056,AC,Females,AC_F_1,Farm4
1385,431.17892058050126,AC,Females,AC_F_1,Farm4
1415,430.27484314835385,AC,Females,AC_F_1,Farm4
1445,436.65711181366567,AC,Females,AC_F_1,Farm4
1475,431.8032901321031,AC,Females,AC_F_1,Farm4
1505,435.1108274145249,AC,Females,AC_F_1,Farm4
1535,435.99774673033164,AC,Females,AC_F_1,Farm4
1565,439.84598615135127,AC,Females,AC_F_1,Farm4
1595,441.8441025951414,AC,Females,AC_F_1,Farm4
1625,444.8169780220471,AC,Females,AC_F_1,Farm4
1655,445.1228256449197,AC,Females,AC_F_1,Farm4
1685,451.7222720253547,AC,Females,AC_F_1,Farm4
1715,445.0692486067624,AC,Females,AC_F_1,Farm4
1745,448.60223269347836,AC,Females,AC_F_1,Farm4
1775,452.91912528971807,AC,Females,AC_F_1,Farm4
1805,449.83767631443664,AC,Females,AC_F_1,Farm4
1835,457.1677468496278,AC,Females,AC_F_1,Farm4
1865,452.9576674426828,AC,Females,AC_F_1,Farm4
1895,455.2900115921801,AC,Females,AC_F_1,Farm4
1925,454.57598736732314,AC,Females,AC_F_1,Farm4
1955,456.6999943176881,AC,Females,AC_F_1,Farm4
1985,459.53215997085084,AC,Females,AC_F_1,Farm4
2015,461.6667227785363,AC,Females,AC_F_1,Farm4
2045,458.9057178456825,AC,Females,AC_F_1,Farm4
2075,464.26702841986935,AC,Females,AC_F_1,Farm4
2105,462.28534134566945,AC,Females,AC_F_1,Farm4
2135,460.5758481219945,AC,Females,AC_F_1,Farm4
2165,462.168735096142,AC,Females,AC_F_1,Farm4
2195,464.6435239388608,AC,Females,AC_F_1,Farm4
2225,465.68804867936245,AC,Females,AC_F_1,Farm4
2255,465.848656318659,AC,Females,AC_F_1,Farm4
2285,461.4693281403224,AC,Females,AC_F_1,Farm4
2315,463.78473919456405,AC,Females,AC_F_1,Farm4
2345,469.27271698055864,AC,Females,AC_F_1,Farm4
2375,469.6926781729666,AC,Females,AC_F_1,Farm4
2405,471.47580919907176,AC,Females,AC_F_1,Farm4
2435,464.5458740652379,AC,Females,AC_F_1,Farm4
2465,464.8501549532583,AC,Females,AC_F_1,Farm4
2495,470.77397821920835,AC,Females,AC_F_1,Farm4
2525,469.0681150112044,AC,Females,AC_F_1,Farm4
2555,468.77900975941594,AC,Females,AC_F_1,Farm4
2585,476.8894220001011,AC,Females,AC_F_1,Farm4
2615,469.7999331693975,AC,Females,AC_F_1,Farm4
2645,473.2431309794813,AC,Females,AC_F_1,Farm4
2675,468.6107325181983,AC,Females,AC_F_1,Farm4
2705,473.1999030327032,AC,Females,AC_F_1,Farm4
2735,470.107386274926,AC,Females,AC_F_1,Farm4
2765,474.23746587139277,AC,Females,AC_F_1,Farm4
2795,474.8942546861182,AC,Females,AC_F_1,Farm4
365,225.59850643860239,AC,Females,AC_F_2,Farm4
395,246.95016597653907,AC,Females,AC_F_2,Farm4
425,256.675588924172,AC,Females,AC_F_2,Farm4
455,266.6100903042266,AC,Females,AC_F_2,Farm4
485,275.10931926637875,AC,Females,AC_F_2,Farm4
515,284.20604517288825,AC,Females,AC_F_2,Farm4
545,290.52043122223034,AC,Females,AC_F_2,Farm4
575,296.93885577062434,AC,Females,AC_F_2,Farm4
605,302.2702634137152,AC,Females,AC_F_2,Farm4
635,319.251648432103,AC,Females,AC_F_2,Farm4
665,331.0556879060758,AC,Females,AC_F_2,Farm4
695,331.1855845225578,AC,Females,AC_F_2,Farm4
725,347.3819221419952,AC,Females,AC_F_2,Farm4
755,345.62000233874244,AC,Females,AC_F_2,Farm4
785,351.46925323421203,AC,Females,AC_F_2,Farm4
815,357.66092879568157,AC,Females,AC_F_2,Farm4
845,362.8887756787618,AC,Females,AC_F_2,Farm4
875,362.6343115083089,AC,Females,AC_F_2,Farm4
905,368.58523685036124,AC,Females,AC_F_2,Farm4
935,375.1487631330031,AC,Females,AC_F_2,Farm4
965,377.24296756648545,AC,Females,AC_F_2,Farm4
995,387.7058406462582,AC,Females,AC_F_2,Farm4
1025,391.3186899576681,AC,Females,AC_F_2,Farm4
1055,394.4803867531219,AC,Females,AC_F_2,Farm4
1085,399.9232264804034,AC,Females,AC_F_2,Farm4
1115,403.3608553999386,AC,Females,AC_F_2,Farm4
1145,407.73883776651,AC,Females,AC_F_2,Farm4
1175,407.8466216145991,AC,Females,AC_F_2,Farm4
